,SRR_id,tissue_name,STAR_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,bam_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,star_start_time,star_end_time,deseq2_star_start_time,deseq2_star_end_time
162,SRR6286030,endometrium,88.68,7873697750,41483561692,10788329001,111,58492378,8,r6a.2xlarge,paired,i-091bdb48b2920c877,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6286030_STAR_normalized_counts.tsv,2024-03-02T21:04:55,2024-03-02T21:08:02,2024-03-02T21:08:02,2024-03-02T21:11:32,2024-03-02T21:11:32,2024-03-02T21:25:10,2024-03-02T21:25:10,2024-03-02T21:25:17
163,SRR16289120,endometrium,88.67,2614099900,19953718820,3295101657,111,25961927,8,r6a.2xlarge,paired,i-09c15448092ddddd9,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR16289120_STAR_normalized_counts.tsv,2024-03-03T00:06:14,2024-03-03T00:07:33,2024-03-03T00:07:33,2024-03-03T00:08:36,2024-03-03T00:08:36,2024-03-03T00:19:45,2024-03-03T00:19:45,2024-03-03T00:19:52
164,SRR5488675,endometrium,88.27,4576973401,30223478404,5623173878,111,52993649,8,r6a.2xlarge,paired,i-06d752ec47f36c021,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR5488675_STAR_normalized_counts.tsv,2024-03-02T23:09:41,2024-03-02T23:11:40,2024-03-02T23:11:40,2024-03-02T23:13:48,2024-03-02T23:13:48,2024-03-02T23:23:09,2024-03-02T23:23:09,2024-03-02T23:23:15
165,SRR12616563,endometrium,88.2,2384475564,19562473872,2720853212,111,25323921,8,r6a.2xlarge,paired,i-0fabca7ba4c6392df,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR12616563_STAR_normalized_counts.tsv,2024-03-02T23:05:11,2024-03-02T23:06:17,2024-03-02T23:06:17,2024-03-02T23:07:19,2024-03-02T23:07:19,2024-03-02T23:17:36,2024-03-02T23:17:36,2024-03-02T23:17:42
166,SRR5488695,endometrium,87.91,5511890133,29289761148,7204455473,111,41318193,8,r6a.2xlarge,paired,i-0e1fd26e66d868880,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR5488695_STAR_normalized_counts.tsv,2024-03-02T23:01:08,2024-03-02T23:03:25,2024-03-02T23:03:25,2024-03-02T23:05:29,2024-03-02T23:05:29,2024-03-02T23:14:54,2024-03-02T23:14:54,2024-03-02T23:15:01
167,SRR6286039,endometrium,87.51,6132874457,32463833620,8200697539,111,45789588,8,r6a.2xlarge,paired,i-07188876f9e4b1382,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6286039_STAR_normalized_counts.tsv,2024-03-03T00:09:43,2024-03-03T00:12:50,2024-03-03T00:12:50,2024-03-03T00:15:21,2024-03-03T00:15:21,2024-03-03T00:26:56,2024-03-03T00:26:56,2024-03-03T00:27:03
168,SRR14279235,endometrium,86.96,560556328,5281140384,1112105097,111,8825932,8,r6a.2xlarge,paired,i-09c15448092ddddd9,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR14279235_STAR_normalized_counts.tsv,2024-03-02T21:56:28,2024-03-02T21:56:40,2024-03-02T21:56:40,2024-03-02T21:56:49,2024-03-02T21:56:49,2024-03-02T21:58:19,2024-03-02T21:58:19,2024-03-02T21:58:26
169,SRR11040017,endometrium,86.9,3167629902,24117439740,5804443977,111,51541182,8,r6a.2xlarge,paired,i-0224671765a35ade8,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR11040017_STAR_normalized_counts.tsv,2024-03-02T20:49:53,2024-03-02T20:51:08,2024-03-02T20:51:08,2024-03-02T20:52:27,2024-03-02T20:52:27,2024-03-02T21:00:41,2024-03-02T21:00:41,2024-03-02T21:00:48
170,SRR16289107,endometrium,86.01,3127407478,24234197112,4144482916,111,31506588,8,r6a.2xlarge,paired,i-077cd1164c3ebd250,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR16289107_STAR_normalized_counts.tsv,2024-03-02T21:33:45,2024-03-02T21:35:05,2024-03-02T21:35:05,2024-03-02T21:36:24,2024-03-02T21:36:24,2024-03-02T21:51:49,2024-03-02T21:51:49,2024-03-02T21:51:55
171,SRR9298724,endometrium,85.11,4863175448,25471210052,6449749322,111,36142650,8,r6a.2xlarge,paired,i-06d752ec47f36c021,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR9298724_STAR_normalized_counts.tsv,2024-03-02T22:16:30,2024-03-02T22:18:45,2024-03-02T22:18:45,2024-03-02T22:20:13,2024-03-02T22:20:13,2024-03-02T22:29:05,2024-03-02T22:29:05,2024-03-02T22:29:12
172,SRR8893643,endometrium,83.69,1003652622,8666314164,1687448412,111,37225464,8,r6a.2xlarge,single,i-03303ab38d51d6867,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR8893643_STAR_normalized_counts.tsv,2024-03-02T22:48:09,2024-03-02T22:48:34,2024-03-02T22:48:34,2024-03-02T22:48:59,2024-03-02T22:48:59,2024-03-02T22:51:43,2024-03-02T22:51:43,2024-03-02T22:51:49
173,SRR8893652,endometrium,82.87,988283902,8518933476,1452288886,111,36595632,8,r6a.2xlarge,single,i-0fec63868dee4f3fb,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR8893652_STAR_normalized_counts.tsv,2024-03-02T22:54:23,2024-03-02T22:54:45,2024-03-02T22:54:45,2024-03-02T22:55:09,2024-03-02T22:55:09,2024-03-02T22:57:50,2024-03-02T22:57:50,2024-03-02T22:57:56
174,SRR6347677,endometrium,82.5,221775269,1800317836,476988375,111,7886125,8,r6a.2xlarge,single,i-0cab4e68ecc8bbdf5,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6347677_STAR_normalized_counts.tsv,2024-03-02T22:33:45,2024-03-02T22:33:50,2024-03-02T22:33:50,2024-03-02T22:33:56,2024-03-02T22:33:56,2024-03-02T22:34:38,2024-03-02T22:34:38,2024-03-02T22:34:45
175,SRR19328889,endometrium,81.92,2235438268,18416816588,3619767486,111,23971121,8,r6a.2xlarge,paired,i-0fec63868dee4f3fb,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR19328889_STAR_normalized_counts.tsv,2024-03-02T20:49:30,2024-03-02T20:50:25,2024-03-02T20:50:25,2024-03-02T20:51:23,2024-03-02T20:51:23,2024-03-02T21:01:14,2024-03-02T21:01:14,2024-03-02T21:01:21
176,SRR24630277,endometrium,81.44,6115241581,39283077208,8026914034,111,50999956,8,r6a.2xlarge,paired,i-0374dc26795fa792d,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR24630277_STAR_normalized_counts.tsv,2024-03-02T22:19:15,2024-03-02T22:22:14,2024-03-02T22:22:14,2024-03-02T22:25:29,2024-03-02T22:25:29,2024-03-02T22:47:16,2024-03-02T22:47:16,2024-03-02T22:47:23
177,SRR15178822,endometrium,80.78,253528547,1712614248,483060924,111,3742398,8,r6a.2xlarge,paired,i-03659fb6c65ec26fe,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15178822_STAR_normalized_counts.tsv,2024-03-02T22:06:54,2024-03-02T22:07:00,2024-03-02T22:07:00,2024-03-02T22:07:04,2024-03-02T22:07:04,2024-03-02T22:08:01,2024-03-02T22:08:01,2024-03-02T22:08:07
178,SRR11869225,endometrium,80.71,11197512495,89021731998,12608952165,111,271313376,8,r6a.2xlarge,single,i-0f78c19a132634e29,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR11869225_STAR_normalized_counts.tsv,2024-03-02T21:39:34,2024-03-02T21:43:53,2024-03-02T21:43:53,2024-03-02T21:52:57,2024-03-02T21:52:57,2024-03-02T22:23:51,2024-03-02T22:23:51,2024-03-02T22:23:59
179,SRR3216051,endometrium,80.66,3820994411,16304980668,7409872473,111,28660611,8,r6a.2xlarge,paired,i-07e4dbcb346599c35,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR3216051_STAR_normalized_counts.tsv,2024-03-02T23:18:01,2024-03-02T23:19:41,2024-03-02T23:19:41,2024-03-02T23:20:31,2024-03-02T23:20:31,2024-03-02T23:27:10,2024-03-02T23:27:10,2024-03-02T23:27:16
180,SRR1200851,endometrium,78.9,1257260671,6250452032,2084749453,111,8910309,8,r6a.2xlarge,paired,i-03659fb6c65ec26fe,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR1200851_STAR_normalized_counts.tsv,2024-03-02T22:25:25,2024-03-02T22:25:58,2024-03-02T22:25:58,2024-03-02T22:26:08,2024-03-02T22:26:08,2024-03-02T22:28:57,2024-03-02T22:28:57,2024-03-02T22:29:02
181,SRR6148315,endometrium,76.23,1435926177,12103876280,4011987760,111,26277511,8,r6a.2xlarge,paired,i-01529ad6d53838bda,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6148315_STAR_normalized_counts.tsv,2024-03-02T21:41:33,2024-03-02T21:42:07,2024-03-02T21:42:07,2024-03-02T21:42:41,2024-03-02T21:42:41,2024-03-02T21:46:52,2024-03-02T21:46:52,2024-03-02T21:46:59
182,SRR8730412,endometrium,74.72,403723268,3541180176,871743698,111,19701234,8,r6a.2xlarge,single,i-03659fb6c65ec26fe,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR8730412_STAR_normalized_counts.tsv,2024-03-02T21:34:27,2024-03-02T21:34:37,2024-03-02T21:34:37,2024-03-02T21:34:48,2024-03-02T21:34:48,2024-03-02T21:36:38,2024-03-02T21:36:38,2024-03-02T21:36:44
183,SRR5352253,endometrium,73.86,4770901963,30275107184,9374232355,111,43194121,8,r6a.2xlarge,paired,i-02ffea14c4afc10cb,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR5352253_STAR_normalized_counts.tsv,2024-03-02T23:42:58,2024-03-02T23:45:01,2024-03-02T23:45:01,2024-03-02T23:47:09,2024-03-02T23:47:09,2024-03-02T23:57:36,2024-03-02T23:57:36,2024-03-02T23:57:42
184,SRR22102265,endometrium,71.55,5307870282,33381701480,7863031735,111,43132204,8,r6a.2xlarge,paired,i-0cf12ba749ba1f9ec,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR22102265_STAR_normalized_counts.tsv,2024-03-02T22:09:00,2024-03-02T22:11:18,2024-03-02T22:11:18,2024-03-02T22:13:52,2024-03-02T22:13:52,2024-03-02T22:35:28,2024-03-02T22:35:28,2024-03-02T22:35:35
185,SRR22102238,endometrium,69.62,4360068753,30944875652,5977378255,111,34658814,8,r6a.2xlarge,paired,i-0374dc26795fa792d,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR22102238_STAR_normalized_counts.tsv,2024-03-02T23:04:57,2024-03-02T23:06:58,2024-03-02T23:06:58,2024-03-02T23:09:09,2024-03-02T23:09:09,2024-03-02T23:25:07,2024-03-02T23:25:07,2024-03-02T23:25:14
186,SRR14838697,endometrium,68.98,286376962,2107999008,525448321,111,4410183,8,r6a.2xlarge,paired,i-0fa087386515fd58e,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR14838697_STAR_normalized_counts.tsv,2024-03-02T20:55:40,2024-03-02T20:55:49,2024-03-02T20:55:49,2024-03-02T20:55:53,2024-03-02T20:55:53,2024-03-02T20:57:22,2024-03-02T20:57:22,2024-03-02T20:57:28
187,SRR15178896,endometrium,64.61,293404018,2096707968,542376235,111,4386660,8,r6a.2xlarge,paired,i-08fa75505d293685e,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15178896_STAR_normalized_counts.tsv,2024-03-02T22:28:17,2024-03-02T22:28:25,2024-03-02T22:28:25,2024-03-02T22:28:29,2024-03-02T22:28:29,2024-03-02T22:29:50,2024-03-02T22:29:50,2024-03-02T22:29:56
188,SRR15228815,endometrium,63.7,2868297110,25999308820,3747460491,111,29267102,8,r6a.2xlarge,paired,i-02912a112eabeecef,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15228815_STAR_normalized_counts.tsv,2024-03-02T23:43:05,2024-03-02T23:44:20,2024-03-02T23:44:20,2024-03-02T23:45:43,2024-03-02T23:45:43,2024-03-03T00:04:24,2024-03-03T00:04:24,2024-03-03T00:04:31
189,SRR6347669,endometrium,63.1,221755427,1781040148,670072346,111,7797055,8,r6a.2xlarge,single,i-0dfd4a8348980b044,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6347669_STAR_normalized_counts.tsv,2024-03-02T23:36:51,2024-03-02T23:36:57,2024-03-02T23:36:57,2024-03-02T23:37:02,2024-03-02T23:37:02,2024-03-02T23:37:49,2024-03-02T23:37:49,2024-03-02T23:37:55
190,SRR14838691,endometrium,61.77,330427424,2581336208,589927675,111,5630924,8,r6a.2xlarge,paired,i-07188876f9e4b1382,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR14838691_STAR_normalized_counts.tsv,2024-03-02T23:55:13,2024-03-02T23:55:22,2024-03-02T23:55:22,2024-03-02T23:55:27,2024-03-02T23:55:27,2024-03-02T23:56:40,2024-03-02T23:56:40,2024-03-02T23:56:46
191,SRR14838716,endometrium,60.77,286700317,2122062528,522962011,111,4439482,8,r6a.2xlarge,paired,i-06d752ec47f36c021,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR14838716_STAR_normalized_counts.tsv,2024-03-02T22:14:52,2024-03-02T22:14:59,2024-03-02T22:14:59,2024-03-02T22:15:03,2024-03-02T22:15:03,2024-03-02T22:16:23,2024-03-02T22:16:23,2024-03-02T22:16:29
192,SRR15178832,endometrium,60.54,229076783,1721472928,432220960,111,3761656,8,r6a.2xlarge,paired,i-07188876f9e4b1382,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15178832_STAR_normalized_counts.tsv,2024-03-03T00:08:21,2024-03-03T00:08:29,2024-03-03T00:08:29,2024-03-03T00:08:32,2024-03-03T00:08:32,2024-03-03T00:09:35,2024-03-03T00:09:35,2024-03-03T00:09:42
193,SRR8984498,endometrium,60.15,7296713741,48250567176,10216794360,111,62942000,8,r6a.2xlarge,paired,i-0d28ccfc9db6b2d91,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR8984498_STAR_normalized_counts.tsv,2024-03-02T23:16:42,2024-03-02T23:19:52,2024-03-02T23:19:52,2024-03-02T23:24:02,2024-03-02T23:24:02,2024-03-03T00:05:18,2024-03-03T00:05:18,2024-03-03T00:05:25
194,SRR15178855,endometrium,59.78,1148962190,8922393760,2043702608,111,18465743,8,r6a.2xlarge,paired,i-0f78c19a132634e29,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15178855_STAR_normalized_counts.tsv,2024-03-02T20:48:32,2024-03-02T20:49:01,2024-03-02T20:49:01,2024-03-02T20:49:23,2024-03-02T20:49:23,2024-03-02T20:54:44,2024-03-02T20:54:44,2024-03-02T20:54:50
195,SRR15178848,endometrium,57.76,1213930685,9021642712,2191060009,111,18669122,8,r6a.2xlarge,paired,i-031f8393b535d2fc7,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR15178848_STAR_normalized_counts.tsv,2024-03-02T23:02:24,2024-03-02T23:02:54,2024-03-02T23:02:54,2024-03-02T23:03:18,2024-03-02T23:03:18,2024-03-02T23:08:32,2024-03-02T23:08:32,2024-03-02T23:08:38
196,SRR8984502,endometrium,56.53,6185073514,41652957960,8914621657,111,54351363,8,r6a.2xlarge,paired,i-024ec4e1f3c2a3f86,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR8984502_STAR_normalized_counts.tsv,2024-03-02T21:26:31,2024-03-02T21:29:00,2024-03-02T21:29:00,2024-03-02T21:32:29,2024-03-02T21:32:29,2024-03-02T22:06:28,2024-03-02T22:06:28,2024-03-02T22:06:34
197,SRR1200854,endometrium,56.29,1239500410,6304780840,2403761860,111,8987681,8,r6a.2xlarge,paired,i-0ef44a3e24caafaa9,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR1200854_STAR_normalized_counts.tsv,2024-03-02T21:18:26,2024-03-02T21:18:58,2024-03-02T21:18:58,2024-03-02T21:19:10,2024-03-02T21:19:10,2024-03-02T21:23:42,2024-03-02T21:23:42,2024-03-02T21:23:48
198,SRR14838723,endometrium,53.12,273880337,2142465388,487486489,111,4676857,8,r6a.2xlarge,paired,i-0663a7df86d69d675,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endometrium/normalized_counts/SRR14838723_STAR_normalized_counts.tsv,2024-03-02T22:18:10,2024-03-02T22:18:19,2024-03-02T22:18:19,2024-03-02T22:18:23,2024-03-02T22:18:23,2024-03-02T22:19:33,2024-03-02T22:19:33,2024-03-02T22:19:39
199,SRR11653965,endometrium,23.01,2314170296,16327548704,3837943235,111,21155203,8,r6a.2xlarge,paired,i-03659fb6c65ec26fe,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11653965_STAR_normalized_counts.tsv,2024-03-02T20:46:52,2024-03-02T20:47:48,2024-03-02T20:47:48,2024-03-02T20:48:38,2024-03-02T20:48:38,2024-03-02T21:05:18,2024-03-02T21:05:18,2024-03-02T21:05:24
200,SRR15833449,endometrium,15.29,12553643962,97218433880,20280483044,111,108772146,8,r6a.2xlarge,paired,i-09792b43929961ca6,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR15833449_STAR_normalized_counts.tsv,2024-03-03T00:03:22,2024-03-03T00:09:16,2024-03-03T00:09:16,2024-03-03T00:18:02,2024-03-03T00:18:02,2024-03-03T01:48:17,2024-03-03T01:48:17,2024-03-03T01:48:24
201,SRR15833450,endometrium,15.25,9381455865,72358250308,15184009672,111,80999479,8,r6a.2xlarge,paired,i-07e4dbcb346599c35,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR15833450_STAR_normalized_counts.tsv,2024-03-02T23:56:04,2024-03-02T23:59:53,2024-03-02T23:59:53,2024-03-03T00:06:21,2024-03-03T00:06:21,2024-03-03T01:13:14,2024-03-03T01:13:14,2024-03-03T01:13:20
202,SRR15833459,endometrium,8.48,9895995329,77681398320,15309311873,111,86954935,8,r6a.2xlarge,paired,i-08fa75505d293685e,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR15833459_STAR_normalized_counts.tsv,2024-03-02T22:38:14,2024-03-02T22:42:17,2024-03-02T22:42:17,2024-03-02T22:49:14,2024-03-02T22:49:14,2024-03-03T00:00:56,2024-03-03T00:00:56,2024-03-03T00:01:02
203,SRR11653968,endometrium,7.69,4885664353,33782600928,7399461640,111,43648827,8,r6a.2xlarge,paired,i-0301c7d25de205cad,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11653968_STAR_normalized_counts.tsv,2024-03-02T22:53:04,2024-03-02T22:54:57,2024-03-02T22:54:57,2024-03-02T22:57:32,2024-03-02T22:57:32,2024-03-02T23:34:52,2024-03-02T23:34:52,2024-03-02T23:34:59
204,SRR11654025,endometrium,7.55,4365398368,30077184632,6616132898,111,38873806,8,r6a.2xlarge,paired,i-07756c6eac2dbe0b4,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11654025_STAR_normalized_counts.tsv,2024-03-02T21:41:14,2024-03-02T21:42:55,2024-03-02T21:42:55,2024-03-02T21:45:01,2024-03-02T21:45:01,2024-03-02T22:18:23,2024-03-02T22:18:23,2024-03-02T22:18:30
205,SRR11653996,endometrium,7.41,3936225218,26867333576,5959699561,111,34737400,8,r6a.2xlarge,paired,i-0f78c19a132634e29,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11653996_STAR_normalized_counts.tsv,2024-03-02T21:00:20,2024-03-02T21:01:59,2024-03-02T21:01:59,2024-03-02T21:03:33,2024-03-02T21:03:33,2024-03-02T21:35:28,2024-03-02T21:35:28,2024-03-02T21:35:35
206,SRR11654026,endometrium,7.3,4160745449,28541786376,6267375825,111,36895200,8,r6a.2xlarge,paired,i-02912a112eabeecef,EC2,s3://neardata-star-on-demand-1k-results/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11654026_STAR_normalized_counts.tsv,2024-03-02T21:11:20,2024-03-02T21:13:05,2024-03-02T21:13:05,2024-03-02T21:15:03,2024-03-02T21:15:03,2024-03-02T21:47:41,2024-03-02T21:47:41,2024-03-02T21:47:47
207,SRR10387433,endothelium,92.63,5950407434,41511688200,7917839107,111,72223224,8,r6a.2xlarge,paired,i-02ffea14c4afc10cb,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR10387433_STAR_normalized_counts.tsv,2024-03-02T21:11:14,2024-03-02T21:13:38,2024-03-02T21:13:38,2024-03-02T21:17:08,2024-03-02T21:17:08,2024-03-02T21:34:19,2024-03-02T21:34:19,2024-03-02T21:34:25
208,SRR11780524,endothelium,92.56,3097534286,25294600100,3639746713,111,32880167,8,r6a.2xlarge,paired,i-0a18862de61ef7b51,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR11780524_STAR_normalized_counts.tsv,2024-03-02T23:29:25,2024-03-02T23:30:48,2024-03-02T23:30:48,2024-03-02T23:32:11,2024-03-02T23:32:11,2024-03-02T23:45:12,2024-03-02T23:45:12,2024-03-02T23:45:19
209,SRR10387439,endothelium,92.07,3424667480,23503553928,4678563995,111,40959102,8,r6a.2xlarge,paired,i-02b8c148750cd7421,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR10387439_STAR_normalized_counts.tsv,2024-03-02T23:08:41,2024-03-02T23:10:02,2024-03-02T23:10:02,2024-03-02T23:11:18,2024-03-02T23:11:18,2024-03-02T23:21:05,2024-03-02T23:21:05,2024-03-02T23:21:11
210,SRR10769313,endothelium,92.01,8238385095,56677501046,9931482296,111,78391506,8,r6a.2xlarge,paired,i-02b8c148750cd7421,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR10769313_STAR_normalized_counts.tsv,2024-03-02T23:21:13,2024-03-02T23:24:41,2024-03-02T23:24:41,2024-03-02T23:29:38,2024-03-02T23:29:38,2024-03-02T23:59:17,2024-03-02T23:59:17,2024-03-02T23:59:24
211,SRR18156525,endothelium,91.86,1113988548,12595255172,1352499787,111,17413239,8,r6a.2xlarge,paired,i-07e4dbcb346599c35,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR18156525_STAR_normalized_counts.tsv,2024-03-02T22:45:54,2024-03-02T22:46:23,2024-03-02T22:46:23,2024-03-02T22:46:59,2024-03-02T22:46:59,2024-03-02T22:50:24,2024-03-02T22:50:24,2024-03-02T22:50:30
212,SRR10487005,endothelium,91.63,1183558226,6202770368,1657361551,111,8842664,8,r6a.2xlarge,paired,i-0dfd4a8348980b044,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR10487005_STAR_normalized_counts.tsv,2024-03-02T22:24:37,2024-03-02T22:25:09,2024-03-02T22:25:09,2024-03-02T22:25:20,2024-03-02T22:25:20,2024-03-02T22:27:18,2024-03-02T22:27:18,2024-03-02T22:27:25
213,SRR19357920,endothelium,91.61,2007563774,18688759480,2248105708,111,21110451,8,r6a.2xlarge,paired,i-09d0454a71f0606c5,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR19357920_STAR_normalized_counts.tsv,2024-03-02T21:52:33,2024-03-02T21:53:22,2024-03-02T21:53:22,2024-03-02T21:54:20,2024-03-02T21:54:20,2024-03-02T22:02:28,2024-03-02T22:02:28,2024-03-02T22:02:34
214,SRR14374311,endothelium,90.95,2454467821,23235838836,3060849988,111,26044398,8,r6a.2xlarge,paired,i-0ef44a3e24caafaa9,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR14374311_STAR_normalized_counts.tsv,2024-03-02T22:54:19,2024-03-02T22:55:15,2024-03-02T22:55:15,2024-03-02T22:56:30,2024-03-02T22:56:30,2024-03-02T23:05:53,2024-03-02T23:05:53,2024-03-02T23:05:59
215,SRR8352446,endothelium,90.4,323135626,2840700796,482121090,111,10158962,8,r6a.2xlarge,single,i-0dfd4a8348980b044,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR8352446_STAR_normalized_counts.tsv,2024-03-02T22:05:52,2024-03-02T22:06:00,2024-03-02T22:06:00,2024-03-02T22:06:07,2024-03-02T22:06:07,2024-03-02T22:07:09,2024-03-02T22:07:09,2024-03-02T22:07:15
216,SRR1640086,endothelium,89.91,3423415695,16876913628,4535191155,111,47873456,8,r6a.2xlarge,single,i-0fa087386515fd58e,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR1640086_STAR_normalized_counts.tsv,2024-03-02T20:48:24,2024-03-02T20:49:44,2024-03-02T20:49:44,2024-03-02T20:50:35,2024-03-02T20:50:35,2024-03-02T20:55:32,2024-03-02T20:55:32,2024-03-02T20:55:38
217,SRR17848270,endothelium,89.78,2361252617,21902282218,2984318860,111,25339874,8,r6a.2xlarge,paired,i-0301c7d25de205cad,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR17848270_STAR_normalized_counts.tsv,2024-03-02T22:25:00,2024-03-02T22:26:03,2024-03-02T22:26:03,2024-03-02T22:27:13,2024-03-02T22:27:13,2024-03-02T22:36:18,2024-03-02T22:36:18,2024-03-02T22:36:24
218,SRR1640083,endothelium,89.64,2645788247,12873789932,3638404797,111,36532470,8,r6a.2xlarge,single,i-03659fb6c65ec26fe,EC2,s3://neardata-star-on-demand-1k-results/STAR/high_mapping_rate/endothelium/normalized_counts/SRR1640083_STAR_normalized_counts.tsv,2024-03-02T23:21:12,2024-03-02T23:22:19,2024-03-02T23:22:19,2024-03-02T23:22:56,2024-03-02T23:22:56,2024-03-02T23:26:45,2024-03-02T23:26:45,2024-03-02T23:26:51
