           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
Mar 02 22:16:16     85.5     1425547      300    52.1%    247.7     2.0%     7.9%     0.0%     0.0%    40.0%     0.0%
Mar 02 22:17:23     81.9     2888833      300    51.5%    247.7     2.0%     7.8%     0.0%     0.0%    40.7%     0.0%
Mar 02 22:18:23     88.1     4573829      300    49.5%    247.5     2.1%     7.4%     0.0%     0.0%    43.0%     0.0%
Mar 02 22:19:23     88.0     6037115      300    47.8%    247.4     2.2%     7.1%     0.0%     0.0%    45.0%     0.0%
Mar 02 22:20:23     87.4     7456059      300    46.0%    247.2     2.2%     6.8%     0.0%     0.0%    47.2%     0.0%
Mar 02 22:21:23     85.3     8697635      300    44.4%    247.1     2.2%     6.5%     0.0%     0.0%    49.0%     0.0%
Mar 02 22:22:23     84.5    10027730      300    42.9%    247.0     2.3%     6.3%     0.0%     0.0%    50.8%     0.0%
Mar 02 22:23:24     84.1    11394179      300    41.5%    246.9     2.3%     6.0%     0.0%     0.0%    52.5%     0.0%
Mar 02 22:24:26     83.8    12804707      300    40.2%    246.8     2.4%     5.8%     0.0%     0.0%    53.9%     0.0%
Mar 02 22:25:28     83.6    14215235      300    39.2%    246.7     2.4%     5.7%     0.0%     0.0%    55.1%     0.0%
Mar 02 22:26:29     83.6    15625763      300    38.3%    246.6     2.4%     5.5%     0.0%     0.0%    56.2%     0.0%
Mar 02 22:27:31     83.4    17036291      300    37.5%    246.6     2.4%     5.4%     0.0%     0.0%    57.1%     0.0%
Mar 02 22:28:33     83.3    18446819      300    36.8%    246.5     2.4%     5.3%     0.0%     0.0%    57.9%     0.0%
Mar 02 22:29:36     83.1    19857347      300    36.1%    246.4     2.5%     5.2%     0.0%     0.0%    58.7%     0.0%
Mar 02 22:30:39     83.0    21267875      300    35.5%    246.4     2.5%     5.1%     0.0%     0.0%    59.4%     0.0%
Mar 02 22:31:41     82.9    22678403      300    35.0%    246.4     2.5%     5.0%     0.0%     0.0%    60.0%     0.0%
Mar 02 22:32:43     82.8    24088931      300    34.5%    246.3     2.5%     4.9%     0.0%     0.0%    60.6%     0.0%
Mar 02 22:33:46     82.7    25499459      300    34.1%    246.3     2.5%     4.8%     0.0%     0.0%    61.1%     0.0%
Mar 02 22:34:47     82.7    26909987      300    33.7%    246.2     2.5%     4.8%     0.0%     0.0%    61.5%     0.0%
Mar 02 22:35:50     82.6    28320515      300    33.3%    246.2     2.5%     4.7%     0.0%     0.0%    62.0%     0.0%
Mar 02 22:36:53     82.5    29731043      300    33.0%    246.2     2.6%     4.6%     0.0%     0.0%    62.4%     0.0%
Mar 02 22:37:53     82.5    31097492      300    32.7%    246.1     2.6%     4.6%     0.0%     0.0%    62.7%     0.0%
Mar 02 22:38:56     82.4    32508020      300    32.3%    246.1     2.6%     4.5%     0.0%     0.0%    63.1%     0.0%
Mar 02 22:39:56     82.4    33874469      300    32.0%    246.1     2.6%     4.5%     0.0%     0.0%    63.5%     0.0%
Mar 02 22:40:56     82.0    35064602      300    31.7%    246.0     2.6%     4.4%     0.0%     0.0%    63.8%     0.0%
Mar 02 22:42:00     81.9    36475130      300    31.4%    246.0     2.6%     4.4%     0.0%     0.0%    64.2%     0.0%
Mar 02 22:43:04     81.8    37885658      300    31.1%    246.0     2.6%     4.3%     0.0%     0.0%    64.5%     0.0%
Mar 02 22:44:09     81.6    39296186      300    30.9%    246.0     2.6%     4.3%     0.0%     0.0%    64.8%     0.0%
Mar 02 22:45:12     81.6    40706714      300    30.6%    245.9     2.6%     4.3%     0.0%     0.0%    65.2%     0.0%
Mar 02 22:46:12     81.6    42073163      300    30.3%    245.9     2.6%     4.2%     0.0%     0.0%    65.5%     0.0%
Mar 02 22:47:13     81.6    43439612      300    30.1%    245.9     2.6%     4.2%     0.0%     0.0%    65.7%     0.0%
Mar 02 22:48:13     81.7    44894219      300    30.7%    246.0     2.6%     4.3%     0.0%     0.0%    65.0%     0.0%
Mar 02 22:49:14     82.0    46392905      300    31.3%    246.1     2.6%     4.4%     0.0%     0.0%    64.3%     0.0%
Mar 02 22:50:15     82.3    47979749      300    31.8%    246.1     2.6%     4.5%     0.0%     0.0%    63.8%     0.0%
Mar 02 22:51:15     82.4    49434356      300    32.0%    246.1     2.6%     4.5%     0.0%     0.0%    63.4%     0.0%
Mar 02 22:52:16     82.5    50844884      300    32.2%    246.1     2.6%     4.5%     0.0%     0.0%    63.3%     0.0%
Mar 02 22:53:16     82.4    52167254      300    32.2%    246.1     2.6%     4.5%     0.0%     0.0%    63.2%     0.0%
Mar 02 22:54:17     82.4    53577782      300    32.2%    246.1     2.6%     4.5%     0.0%     0.0%    63.2%     0.0%
Mar 02 22:55:17     82.2    54856073      300    32.2%    246.1     2.6%     4.5%     0.0%     0.0%    63.3%     0.0%
Mar 02 22:56:18     82.2    56222522      300    32.1%    246.1     2.6%     4.5%     0.0%     0.0%    63.4%     0.0%
Mar 02 22:57:20     82.2    57633050      300    32.0%    246.1     2.6%     4.5%     0.0%     0.0%    63.5%     0.0%
Mar 02 22:58:23     82.2    59043578      300    31.9%    246.1     2.6%     4.5%     0.0%     0.0%    63.6%     0.0%
Mar 02 22:59:24     82.2    60454106      300    31.8%    246.1     2.6%     4.5%     0.0%     0.0%    63.7%     0.0%
Mar 02 23:00:27     82.2    61864634      300    31.7%    246.1     2.6%     4.4%     0.0%     0.0%    63.9%     0.0%
Mar 02 23:01:29     82.1    63275162      300    31.6%    246.1     2.6%     4.4%     0.0%     0.0%    64.0%     0.0%
Mar 02 23:02:33     82.1    64685690      300    31.4%    246.0     2.6%     4.4%     0.0%     0.0%    64.2%     0.0%
Mar 02 23:03:35     82.1    66096218      300    31.3%    246.0     2.6%     4.4%     0.0%     0.0%    64.3%     0.0%
Mar 02 23:04:38     82.0    67506746      300    31.2%    246.0     2.6%     4.4%     0.0%     0.0%    64.5%     0.0%
Mar 02 23:05:40     82.0    68917274      300    31.0%    246.0     2.6%     4.3%     0.0%     0.0%    64.6%     0.0%
Mar 02 23:06:43     82.0    70327802      300    30.9%    246.0     2.6%     4.3%     0.0%     0.0%    64.8%     0.0%
