           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
Mar 02 21:10:33    121.5     2160061      302    81.2%    295.8     0.2%     4.8%     0.1%     0.0%    13.8%     0.1%
Mar 02 21:11:33    134.2     4621205      302    81.4%    296.0     0.2%     4.7%     0.1%     0.0%    13.6%     0.1%
Mar 02 21:12:34    137.8     7082349      302    81.4%    296.0     0.2%     4.7%     0.1%     0.0%    13.6%     0.1%
Mar 02 21:13:34    140.9     9587442      302    81.6%    296.0     0.2%     4.7%     0.1%     0.0%    13.5%     0.1%
Mar 02 21:14:35    142.1    12080298      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:15:35    142.5    14483358      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:16:36    142.7    16930110      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:17:36    143.6    19420554      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:18:36    143.6    21823614      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:19:36    144.2    24314058      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:20:36    144.7    26804502      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:21:37    144.4    29207562      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:22:37    144.4    31610622      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:23:37    144.8    34101066      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:24:37    144.9    36547818      302    81.7%    296.1     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:25:37    145.2    39038262      302    81.7%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:26:37    145.1    41441322      302    81.7%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:27:38    145.1    43888074      302    81.7%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:28:38    145.0    46291134      302    81.7%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:29:38    145.3    48781578      302    81.7%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:30:38    145.3    51228330      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:31:38    145.4    53675082      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:32:38    145.3    56078142      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:33:38    145.2    58437510      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:34:38    145.3    60884262      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:35:38    144.6    63025170      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:36:39    144.0    65209770      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.4%     0.1%
Mar 02 21:37:39    144.2    67700214      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:38:39    144.3    70146966      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:39:39    144.4    72593718      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:40:39    144.5    75040470      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:41:39    144.5    77487222      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:42:40    144.6    79977666      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:43:41    144.6    82424418      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:44:42    144.6    84871170      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:45:42    144.7    87317922      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:46:42    144.6    89677290      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:47:43    144.6    92124042      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:48:43    144.6    94570794      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:49:43    144.6    96973854      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:50:44    144.6    99420606      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:51:45    144.6   101856459      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:52:45    144.7   104332368      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:53:45    144.7   106764840      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:54:45    144.7   109197312      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:55:45    144.8   111629784      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:56:45    144.7   114018819      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:57:45    144.8   116451291      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:58:45    144.8   118883763      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 21:59:45    144.8   121316235      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:00:45    144.8   123748707      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:01:46    144.9   126268053      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:02:46    144.9   128700525      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:03:46    144.9   131132997      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:04:46    145.1   133695780      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:05:46    145.0   136041378      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:06:46    145.0   138430413      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:07:46    145.0   140862885      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:08:46    145.0   143295357      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:09:46    145.1   145814703      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:10:46    145.1   148247175      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:11:46    145.1   150592773      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:12:46    145.1   153025245      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:13:46    145.1   155501154      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:14:46    145.2   157977063      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:15:46    145.2   160409535      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
Mar 02 22:21:43    134.0   161263462      302    81.8%    296.2     0.2%     4.7%     0.1%     0.0%    13.3%     0.1%
ALL DONE!
